CompoundID,ChemOntID,ClassifiedResults
86761749,NotAvailable,"predicted_chebi_terms: [""glutamic acid derivative (CHEBI:24315)"", ""xanthenes (CHEBI:38835)"", ""N-acyl-amino acid (CHEBI:51569)"", ""N-acylglycine (CHEBI:16180)"", ""benzamides (CHEBI:22702)"", ""benzoic acids (CHEBI:22723)"", ""anilines (CHEBI:22562)"", ""carbonyl compound (CHEBI:36586)"", ""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""phenols (CHEBI:33853)"", ""aminopyrimidine (CHEBI:38338)"", ""aralkylamine (CHEBI:18000)"", ""pyrazines (CHEBI:38314)"", ""heterocyclic compound (CHEBI:5686)"", ""dicarboximide (CHEBI:35356)"", ""organosulfur compound (CHEBI:33261)"", ""dicarboxylic acid (CHEBI:35692)"", ""organic aromatic compound (CHEBI:33659)"", ""amino acid (CHEBI:33709)"", ""cyclic ketone (CHEBI:3992)"", ""carboxamide (CHEBI:37622)"", ""carboxylic acid (CHEBI:33575)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""oxacycle (CHEBI:38104)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""primary amine (CHEBI:32877)"", ""folic acids (CHEBI:37445)"", ""chemical entity (CHEBI:24431)"", ""organic acid (CHEBI:64709)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""organic heterocyclic compound (CHEBI:24532)"", ""benzopyran (CHEBI:22727)"", ""1-benzopyran (CHEBI:38443)"", ""dibenzopyran (CHEBI:39203)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""oxygen molecular entity (CHEBI:25806)"", ""ketone (CHEBI:17087)"", ""amide (CHEBI:32988)"", ""pteridines (CHEBI:26373)"", ""pterins (CHEBI:26375)"", ""pteroic acids (CHEBI:38795)""]"
86761749,NotAvailable,"predicted_lipidmaps_terms: [""Dicarboxylic acids (FA0117)"", ""Benzopyranoids (PK1311)""]"
86761749,NotAvailable,Classification_version: 2.1
86820649,CHEMONTID:0000000,Kingdom: Organic compounds
86820649,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
86820649,CHEMONTID:0002389,Class: Diazinanes
86820649,CHEMONTID:0000189,Subclass: Piperazines
86820649,CHEMONTID:0001984,Direct_parent: Phenylpiperazines
86820649,CHEMONTID:0003359,alternative_parents: N-arylpiperazines
86820649,CHEMONTID:0003314,"alternative_parents: Phenyl-1,2,4-triazoles"
86820649,CHEMONTID:0004670,alternative_parents: Aminophenyl ethers
86820649,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
86820649,CHEMONTID:0003901,alternative_parents: Dialkylarylamines
86820649,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
86820649,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
86820649,CHEMONTID:0001967,alternative_parents: Oxolanes
86820649,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
86820649,CHEMONTID:0001661,alternative_parents: Secondary alcohols
86820649,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
86820649,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
86820649,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
86820649,CHEMONTID:0003940,alternative_parents: Organic oxides
86820649,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
86820649,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
86820649,NotAvailable,"Substituents: [""N-arylpiperazine"", ""Phenylpiperazine"", ""Phenyltriazole"", ""Phenyl-1,2,4-triazole"", ""Aminophenyl ether"", ""Tertiary aliphatic/aromatic amine"", ""Phenoxy compound"", ""Dialkylarylamine"", ""Aniline or substituted anilines"", ""Phenol ether"", ""Alkyl aryl ether"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""Azole"", ""Triazole"", ""1,2,4-triazole"", ""Heteroaromatic compound"", ""Oxolane"", ""Tertiary amine"", ""Secondary alcohol"", ""Dialkyl ether"", ""Ether"", ""Oxacycle"", ""Azacycle"", ""Organonitrogen compound"", ""Organic nitrogen compound"", ""Alcohol"", ""Organic oxide"", ""Organic oxygen compound"", ""Organooxygen compound"", ""Hydrocarbon derivative"", ""Amine"", ""Aromatic heteromonocyclic compound""]"
86820649,NotAvailable,External_descriptors: []
86820649,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alkyl aryl ethers"", ""Amidrazones"", ""Amines"", ""Aminophenyl ethers"", ""Aniline and substituted anilines"", ""Azacyclic compounds"", ""Azoles"", ""Azolines"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkyl ethers"", ""Dialkylarylamines"", ""Diazinanes"", ""Enamines"", ""Ethers"", ""Heteroaromatic compounds"", ""Hydrazines and derivatives"", ""Hydrocarbon derivatives"", ""N-arylpiperazines"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxolanes"", ""Phenol ethers"", ""Phenoxy compounds"", ""Phenyl-1,2,4-triazoles"", ""Phenylpiperazines"", ""Phenyltriazoles"", ""Piperazines"", ""Secondary alcohols"", ""Semicarbazides"", ""Tertiary alkylarylamines"", ""Tertiary amines"", ""Tetrahydrofurans"", ""Trialkylamines"", ""Triazoles"", ""Triazolines""]"
86820649,NotAvailable,"predicted_chebi_terms: [""N-arylpiperazine (CHEBI:46848)"", ""triazoles (CHEBI:35727)"", ""aromatic ether (CHEBI:35618)"", ""substituted aniline (CHEBI:48975)"", ""benzenes (CHEBI:22712)"", ""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""anilines (CHEBI:22562)"", ""oxolanes (CHEBI:26912)"", ""organic aromatic compound (CHEBI:33659)"", ""secondary alcohol (CHEBI:35681)"", ""oxacycle (CHEBI:38104)"", ""ether (CHEBI:25698)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""piperazines (CHEBI:26144)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic heteromonocyclic compound (CHEBI:25693)"", ""azole (CHEBI:68452)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)""]"
86820649,NotAvailable,predicted_lipidmaps_terms: []
86820649,NotAvailable,Classification_version: 2.1
87075447,CHEMONTID:0000000,Kingdom: Organic compounds
87075447,CHEMONTID:0000264,Superclass: Organic acids and derivatives
87075447,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
87075447,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
87075447,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
87075447,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
87075447,CHEMONTID:0002404,Direct_parent: Alpha amino acids
87075447,CHEMONTID:0003544,alternative_parents: Methyl-branched fatty acids
87075447,CHEMONTID:0002239,alternative_parents: Trialkylamines
87075447,CHEMONTID:0004176,alternative_parents: Amino acids
87075447,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
87075447,CHEMONTID:0001205,alternative_parents: Carboxylic acids
87075447,CHEMONTID:0003940,alternative_parents: Organic oxides
87075447,CHEMONTID:0000469,alternative_parents: Monoalkylamines
87075447,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
87075447,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
87075447,NotAvailable,mMlecular_framework: Aliphatic acyclic compounds
87075447,NotAvailable,"Substituents: [""Alpha-amino acid"", ""Branched fatty acid"", ""Methyl-branched fatty acid"", ""Fatty acyl"", ""Fatty acid"", ""Tertiary amine"", ""Amino acid"", ""Tertiary aliphatic amine"", ""Carboxylic acid"", ""Monocarboxylic acid or derivatives"", ""Primary amine"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic nitrogen compound"", ""Primary aliphatic amine"", ""Carbonyl group"", ""Organic oxygen compound"", ""Amine"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Aliphatic acyclic compound""]"
87075447,NotAvailable,External_descriptors: []
87075447,NotAvailable,"Ancestors: [""Alpha amino acids"", ""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Branched fatty acids"", ""Carbonyl compounds"", ""Carboxylic acids"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Fatty Acyls"", ""Fatty acids and conjugates"", ""Hydrocarbon derivatives"", ""Lipids and lipid-like molecules"", ""Methyl-branched fatty acids"", ""Monoalkylamines"", ""Monocarboxylic acids and derivatives"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Primary amines"", ""Tertiary amines"", ""Trialkylamines""]"
87075447,NotAvailable,"predicted_chebi_terms: [""methyl-branched fatty acid (CHEBI:62499)"", ""tertiary amino compound (CHEBI:50996)"", ""amino acid (CHEBI:33709)"", ""monocarboxylic acid (CHEBI:25384)"", ""carboxylic acid (CHEBI:33575)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""alpha-amino acid (CHEBI:33704)"", ""chemical entity (CHEBI:24431)"", ""lipid (CHEBI:18059)"", ""organooxygen compound (CHEBI:36963)"", ""branched-chain fatty acid (CHEBI:35819)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""organic acid (CHEBI:64709)"", ""oxygen molecular entity (CHEBI:25806)"", ""primary amine (CHEBI:32877)""]"
87075447,NotAvailable,"predicted_lipidmaps_terms: [""Branched fatty acids (FA0102)"", ""Fatty Acyls (FA)"", ""Fatty Acids and Conjugates (FA01)""]"
87075447,NotAvailable,Classification_version: 2.1
87350538,CHEMONTID:0000000,Kingdom: Organic compounds
87350538,CHEMONTID:0000289,"Superclass: Nucleosides, nucleotides, and analogues"
87350538,CHEMONTID:0000479,Class: Purine nucleosides
87350538,CHEMONTID:0000479,Direct_parent: Purine nucleosides
87350538,CHEMONTID:0002203,alternative_parents: Glycosylamines
87350538,CHEMONTID:0001497,alternative_parents: Pentoses
87350538,CHEMONTID:0000245,alternative_parents: Purines and purine derivatives
87350538,CHEMONTID:0000075,alternative_parents: Pyrimidines and pyrimidine derivatives
87350538,CHEMONTID:0002435,alternative_parents: Beta-hydroxy aldehydes
87350538,CHEMONTID:0002311,alternative_parents: N-substituted imidazoles
87350538,CHEMONTID:0003886,alternative_parents: Imidolactams
87350538,CHEMONTID:0001967,alternative_parents: Oxolanes
87350538,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
87350538,CHEMONTID:0000517,alternative_parents: Ureas
87350538,CHEMONTID:0001661,alternative_parents: Secondary alcohols
87350538,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
87350538,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
87350538,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
87350538,CHEMONTID:0003940,alternative_parents: Organic oxides
87350538,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
87350538,CHEMONTID:0000286,alternative_parents: Primary alcohols
87350538,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
87350538,NotAvailable,"Substituents: [""Purine nucleoside"", ""Glycosyl compound"", ""N-glycosyl compound"", ""Pentose monosaccharide"", ""Purine"", ""Imidazopyrimidine"", ""Imidolactam"", ""Pyrimidine"", ""Beta-hydroxy aldehyde"", ""Monosaccharide"", ""N-substituted imidazole"", ""Heteroaromatic compound"", ""Azole"", ""Imidazole"", ""Oxolane"", ""Urea"", ""Secondary alcohol"", ""Oxacycle"", ""Azacycle"", ""Organoheterocyclic compound"", ""Hydrocarbon derivative"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Alcohol"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Carbonyl group"", ""Primary alcohol"", ""Organic oxide"", ""Aldehyde"", ""Aromatic heteropolycyclic compound""]"
87350538,NotAvailable,External_descriptors: []
87350538,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Aldehydes"", ""Amidines"", ""Azacyclic compounds"", ""Azoles"", ""Beta-hydroxy aldehydes"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboximidamides"", ""Chemical entities"", ""Diazines"", ""Formamidines"", ""Glycosyl compounds"", ""Glycosylamines"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Imidazoles"", ""Imidazopyrimidines"", ""Imidolactams"", ""Monosaccharides"", ""N-substituted imidazoles"", ""Nucleosides, nucleotides, and analogues"", ""Organic 1,3-dipolar compounds"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxolanes"", ""Pentoses"", ""Primary alcohols"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Purine nucleosides"", ""Purines and purine derivatives"", ""Pyrimidines and pyrimidine derivatives"", ""Secondary alcohols"", ""Substituted imidazoles"", ""Tetrahydrofurans"", ""Ureas""]"
87350538,NotAvailable,"predicted_chebi_terms: [""N-glycosyl compound (CHEBI:21731)"", ""pentose (CHEBI:25901)"", ""purines (CHEBI:26401)"", ""pyrimidines (CHEBI:39447)"", ""hydroxyaldehyde (CHEBI:50413)"", ""imidazoles (CHEBI:24780)"", ""heterocyclic compound (CHEBI:5686)"", ""dicarboximide (CHEBI:35356)"", ""organosulfur compound (CHEBI:33261)"", ""oxolanes (CHEBI:26912)"", ""organic aromatic compound (CHEBI:33659)"", ""ureas (CHEBI:47857)"", ""secondary alcohol (CHEBI:35681)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""oxacycle (CHEBI:38104)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""organonitrogen compound (CHEBI:35352)"", ""primary alcohol (CHEBI:15734)"", ""purine nucleoside (CHEBI:26394)"", ""chemical entity (CHEBI:24431)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""carbohydrates and carbohydrate derivatives (CHEBI:78616)"", ""glycoside (CHEBI:24400)"", ""monosaccharide (CHEBI:35381)"", ""organic heterocyclic compound (CHEBI:24532)"", ""imidazopyrimidine (CHEBI:35875)"", ""diazines (CHEBI:38313)"", ""carbonyl compound (CHEBI:36586)"", ""aldehyde (CHEBI:17478)"", ""azole (CHEBI:68452)"", ""organic acid (CHEBI:64709)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""nitrogen molecular entity (CHEBI:51143)"", ""nucleobase-containing molecular entity (CHEBI:61120)""]"
87350538,NotAvailable,predicted_lipidmaps_terms: []
87350538,NotAvailable,Classification_version: 2.1
87356445,CHEMONTID:0000000,Kingdom: Organic compounds
87356445,CHEMONTID:0000012,Superclass: Lipids and lipid-like molecules
87356445,CHEMONTID:0000258,Class: Steroids and steroid derivatives
87356445,CHEMONTID:0001460,Subclass: Vitamin D and derivatives
87356445,CHEMONTID:0001460,Direct_parent: Vitamin D and derivatives
87356445,CHEMONTID:0001553,alternative_parents: Triterpenoids
87356445,CHEMONTID:0002509,alternative_parents: Cyclitols and derivatives
87356445,CHEMONTID:0001661,alternative_parents: Secondary alcohols
87356445,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
87356445,NotAvailable,mMlecular_framework: Aliphatic homopolycyclic compounds
87356445,NotAvailable,"Substituents: [""Triterpenoid"", ""Cyclitol or derivatives"", ""Cyclic alcohol"", ""Secondary alcohol"", ""Organic oxygen compound"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Alcohol"", ""Aliphatic homopolycyclic compound""]"
87356445,NotAvailable,External_descriptors: []
87356445,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Chemical entities"", ""Cyclic alcohols and derivatives"", ""Cyclitols and derivatives"", ""Hydrocarbon derivatives"", ""Lipids and lipid-like molecules"", ""Organic compounds"", ""Organic oxygen compounds"", ""Organooxygen compounds"", ""Prenol lipids"", ""Secondary alcohols"", ""Steroids and steroid derivatives"", ""Triterpenoids"", ""Vitamin D and derivatives""]"
87356445,NotAvailable,predicted_chebi_terms: []
87356445,NotAvailable,predicted_lipidmaps_terms: []
87356445,NotAvailable,Classification_version: 2.1
87443245,CHEMONTID:0000000,Kingdom: Organic compounds
87443245,CHEMONTID:0004603,Superclass: Organic oxygen compounds
87443245,CHEMONTID:0000323,Class: Organooxygen compounds
87443245,CHEMONTID:0001831,Subclass: Carbonyl compounds
87443245,CHEMONTID:0000118,Intermediate_nodes: Ketones
87443245,CHEMONTID:0003670,Intermediate_nodes: Aryl ketones
87443245,CHEMONTID:0004296,Intermediate_nodes: Phenylketones
87443245,CHEMONTID:0004297,Direct_parent: Aryl-phenylketones
87443245,CHEMONTID:0003216,alternative_parents: 3-aroylthiophenes
87443245,CHEMONTID:0001804,alternative_parents: Organic pyrophosphates
87443245,CHEMONTID:0004293,alternative_parents: 1-benzothiophenes
87443245,CHEMONTID:0002017,alternative_parents: Thiophene carboxylic acids and derivatives
87443245,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
87443245,CHEMONTID:0002341,alternative_parents: Phenol ethers
87443245,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
87443245,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
87443245,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
87443245,CHEMONTID:0000195,alternative_parents: Piperidines
87443245,CHEMONTID:0000408,alternative_parents: Phosphate esters
87443245,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
87443245,CHEMONTID:0002239,alternative_parents: Trialkylamines
87443245,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
87443245,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
87443245,CHEMONTID:0003940,alternative_parents: Organic oxides
87443245,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
87443245,NotAvailable,"Substituents: [""Aryl-phenylketone"", ""3-aroylthiophene"", ""Organic pyrophosphate"", ""Benzothiophene"", ""1-benzothiophene"", ""Phenoxy compound"", ""Benzoyl"", ""Phenol ether"", ""Thiophene carboxylic acid or derivatives"", ""Alkyl aryl ether"", ""1-hydroxy-2-unsubstituted benzenoid"", ""Phenol"", ""Monocyclic benzene moiety"", ""Organic phosphoric acid derivative"", ""Phosphoric acid ester"", ""Piperidine"", ""Benzenoid"", ""Heteroaromatic compound"", ""Thiophene"", ""Tertiary amine"", ""Tertiary aliphatic amine"", ""Organoheterocyclic compound"", ""Azacycle"", ""Ether"", ""Organonitrogen compound"", ""Amine"", ""Hydrocarbon derivative"", ""Organic nitrogen compound"", ""Organic oxide"", ""Aromatic heteropolycyclic compound""]"
87443245,NotAvailable,External_descriptors: []
87443245,NotAvailable,"Ancestors: [""1-benzothiophenes"", ""1-hydroxy-2-unsubstituted benzenoids"", ""3-aroylthiophenes"", ""Acryloyl compounds"", ""Alkyl aryl ethers"", ""Alpha,beta-unsaturated carbonyl compounds"", ""Alpha,beta-unsaturated ketones"", ""Alpha-branched alpha,beta-unsaturated ketones"", ""Amines"", ""Aryl ketones"", ""Aryl-phenylketones"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzothiophenes"", ""Benzoyl derivatives"", ""Carbonyl compounds"", ""Chemical entities"", ""Enones"", ""Ethers"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Ketones"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxoanionic compounds"", ""Organic oxygen compounds"", ""Organic phosphoric acids and derivatives"", ""Organic pyrophosphates"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfur compounds"", ""Phenol ethers"", ""Phenols"", ""Phenoxy compounds"", ""Phenylketones"", ""Phosphate esters"", ""Piperidines"", ""Sulfenyl compounds"", ""Tertiary amines"", ""Thioenol ethers"", ""Thioethers"", ""Thiophene carboxylic acids and derivatives"", ""Thiophenes"", ""Trialkylamines"", ""Vinylogous thioesters""]"
87443245,NotAvailable,"predicted_chebi_terms: [""thiophenes (CHEBI:26961)"", ""aromatic ketone (CHEBI:76224)"", ""organic diphosphate (CHEBI:62889)"", ""1-benzothiophenes (CHEBI:38836)"", ""thiophenecarboxylic acid (CHEBI:48436)"", ""benzenes (CHEBI:22712)"", ""aromatic ether (CHEBI:35618)"", ""carbonyl compound (CHEBI:36586)"", ""phenols (CHEBI:33853)"", ""piperidines (CHEBI:26151)"", ""phosphoric ester (CHEBI:37734)"", ""organic aromatic compound (CHEBI:33659)"", ""tertiary amino compound (CHEBI:50996)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""oxoanion (CHEBI:35406)"", ""benzothiophenes (CHEBI:38767)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organic acid (CHEBI:64709)"", ""phosphoric acid derivative (CHEBI:26079)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""ketone (CHEBI:17087)""]"
87443245,NotAvailable,predicted_lipidmaps_terms: []
87443245,NotAvailable,Classification_version: 2.1
87525651,CHEMONTID:0000000,Kingdom: Organic compounds
87525651,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
87525651,CHEMONTID:0001797,Class: Imidazopyrimidines
87525651,CHEMONTID:0000245,Subclass: Purines and purine derivatives
87525651,CHEMONTID:0000247,Direct_parent: Xanthines
87525651,CHEMONTID:0001505,alternative_parents: 6-oxopurines
87525651,CHEMONTID:0000279,alternative_parents: Alkaloids and derivatives
87525651,CHEMONTID:0000291,alternative_parents: Pyrimidones
87525651,CHEMONTID:0002311,alternative_parents: N-substituted imidazoles
87525651,CHEMONTID:0003890,alternative_parents: Vinylogous amides
87525651,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
87525651,CHEMONTID:0000517,alternative_parents: Ureas
87525651,CHEMONTID:0000160,alternative_parents: Lactams
87525651,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
87525651,CHEMONTID:0004478,alternative_parents: Acetylides
87525651,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
87525651,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
87525651,CHEMONTID:0003940,alternative_parents: Organic oxides
87525651,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
87525651,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
87525651,NotAvailable,"Substituents: [""Xanthine"", ""6-oxopurine"", ""Purinone"", ""Alkaloid or derivatives"", ""Pyrimidone"", ""N-substituted imidazole"", ""Pyrimidine"", ""Azole"", ""Imidazole"", ""Heteroaromatic compound"", ""Vinylogous amide"", ""Lactam"", ""Urea"", ""Acetylide"", ""Azacycle"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Aromatic heteropolycyclic compound""]"
87525651,NotAvailable,External_descriptors: []
87525651,NotAvailable,"Ancestors: [""6-oxopurines"", ""Acetylides"", ""Alkaloids and derivatives"", ""Alpha amino acid amides"", ""Alpha amino acids and derivatives"", ""Amidines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Azacyclic compounds"", ""Azoles"", ""Carbides"", ""Carboximidamides"", ""Carboxylic acid derivatives"", ""Carboxylic acid imides"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Diazines"", ""Dicarboximides"", ""Formamidines"", ""Haloacetylenes and derivatives"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Hydropyrimidines"", ""Imidazoles"", ""Imidazopyrimidines"", ""Lactams"", ""N-substituted imidazoles"", ""Organic 1,3-dipolar compounds"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Purines and purine derivatives"", ""Purinones"", ""Pyrimidines and pyrimidine derivatives"", ""Pyrimidones"", ""Substituted imidazoles"", ""Ureas"", ""Vinylogous amides"", ""Xanthines""]"
87525651,NotAvailable,"predicted_chebi_terms: [""oxopurine (CHEBI:25810)"", ""alkaloid (CHEBI:22315)"", ""pyrimidone (CHEBI:38337)"", ""imidazoles (CHEBI:24780)"", ""enone (CHEBI:51689)"", ""enamine (CHEBI:47989)"", ""organic aromatic compound (CHEBI:33659)"", ""ureas (CHEBI:47857)"", ""lactam (CHEBI:24995)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""acetylide (CHEBI:73478)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""imidazopyrimidine (CHEBI:35875)"", ""purines (CHEBI:26401)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""azole (CHEBI:68452)"", ""organic acid (CHEBI:64709)"", ""organic molecular entity (CHEBI:50860)"", ""oxygen molecular entity (CHEBI:25806)"", ""nitrogen molecular entity (CHEBI:51143)""]"
87525651,NotAvailable,predicted_lipidmaps_terms: []
87525651,NotAvailable,Classification_version: 2.1
87588774,CHEMONTID:0000000,Kingdom: Organic compounds
87588774,CHEMONTID:0000264,Superclass: Organic acids and derivatives
87588774,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
87588774,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
87588774,CHEMONTID:0000348,Direct_parent: Peptides
